Loading recipe: 📊 DEV-OBSERVER — Research & monitoring
Description: v1.0.0 | MAS-internal: Researches techniques and monitors system health


    __( O)>  ● new session · openai deepseek-v4-flash
    test-r11021/  [425]
      a1-csv-security.yaml  [32]
      a2-refactor-perf-docs.yaml  [25]
      a3-code-review-data.yaml  [25]
      a4-perf-docs.yaml  [25]
      a5-security-refactor.yaml  [25]
      e1-empty-task.yaml  [24]
      e2-gibberish.yaml  [25]
      e3-very-long.yaml  [46]
      e4-unicode.yaml  [25]
      r1-code-review.yaml  [24]
      r2-security-scan.yaml  [24]
      r3-data-quality.yaml  [24]
      r4-perf-eval.yaml  [24]
      r5-refactor.yaml  [24]
      r6-doc-gen.yaml  [24]
      test-smoke.yaml  [29]
    multi-arch-30.yaml  [79]
  sub/  [7K]
    demo-team/  [1K]
      code-reviewer.yaml  [65]
      sub_mas-analytics-reporter.yaml  [54]
      sub_mas-code-reviewer-director.yaml  [65]
      sub_mas-code-reviewer-reporter.yaml  [62]
      sub_mas-code-reviewer-synthesizer.yaml  [62]
      sub_mas-code-reviewer-validator.yaml  [63]
      sub_mas-cr-director.yaml  [38]
      sub_mas-cr-orchestrator.yaml  [45]
      sub_mas-cr-report-valid-coordinator.yaml  [40]
      sub_mas-cr-reporter-formatter.yaml  [39]
      sub_mas-cr-reporter-orchestrator.yaml  [45]
      sub_mas-cr-reporter-recommender.yaml  [39]
      sub_mas-cr-reporter.yaml  [38]
      sub_mas-cr-synth-coordinator.yaml  [40]
      sub_mas-cr-synthesizer-merger.yaml  [40]
      sub_mas-cr-synthesizer-orchestrator.yaml  [45]
      sub_mas-cr-synthesizer-prioritizer.yaml  [39]
      sub_mas-cr-synthesizer.yaml  [38]
      sub_mas-cr-validator-crosschecker.yaml  [40]
      sub_mas-cr-validator-orchestrator.yaml  [45]
      sub_mas-cr-validator-scorer.yaml  [39]
      sub_mas-cr-validator.yaml  [38]
      sub_mas-demo-runner.yaml  [35]
    legacy/  [0]
    template/  [129]
      agent_template.yaml  [129]
    security-scanner.yaml  [60]
    static-analyzer.yaml  [80]
    sub_mas-agent-guardian.yaml  [46]
    sub_mas-bootstrap.yaml  [47]
    sub_mas-config-auditor.yaml  [42]
    sub_mas-content-writer.yaml  [58]
    sub_mas-dashboard-builder.yaml  [41]
    sub_mas-dashboard-collector.yaml  [42]
    sub_mas-dashboard-data-reader.yaml  [41]
    sub_mas-dashboard-director.yaml  [59]
    sub_mas-dashboard-generator.yaml  [38]
    sub_mas-dashboard-refresh.yaml  [65]
    sub_mas-degradation-analyzer.yaml  [39]
    sub_mas-degradation-director.yaml  [59]
    sub_mas-degradation-handler.yaml  [63]
    sub_mas-degradation-planner.yaml  [39]
    sub_mas-degradation-reporter.yaml  [39]
    sub_mas-dev-analyzer.yaml  [41]
    sub_mas-dev-builder.yaml  [41]
    sub_mas-dev-director.yaml  [66]
    sub_mas-dev-observer.yaml  [43]
    sub_mas-dev-tester.yaml  [41]
    sub_mas-doc-generator.yaml  [49]
    sub_mas-doc-writer.yaml  [55]
    sub_mas-e2e-auto-repair-director.yaml  [62]
    sub_mas-e2e-auto-repair-runner.yaml  [40]
    sub_mas-e2e-auto-repair-validator.yaml  [64]
    sub_mas-e2e-german-fixes-checker.yaml  [55]
    sub_mas-e2e-german-fixes-director.yaml  [66]
    sub_mas-e2e-german-fixes-runner.yaml  [38]
    sub_mas-e2e-german-fixes-validator.yaml  [74]
    sub_mas-e2e-phoenix-fixes-director.yaml  [55]
    sub_mas-e2e-phoenix-fixes-runner.yaml  [51]
    sub_mas-e2e-phoenix-fixes-validator.yaml  [56]
    sub_mas-email-campaign-manager.yaml  [59]
    sub_mas-framework-audit-agent.yaml  [54]
    sub_mas-framework-auditor.yaml  [39]
    sub_mas-framework-finder.yaml  [40]
    sub_mas-framework-harden-agent.yaml  [50]
    sub_mas-framework-hardener.yaml  [40]
    sub_mas-framework-knowledge.yaml  [50]
    sub_mas-framework-scan-agent.yaml  [59]
    sub_mas-framework-scanner-director.yaml  [49]
    sub_mas-framework-scanner.yaml  [49]
    sub_mas-general-improver.yaml  [74]
    sub_mas-generic-init.yaml  [49]
    sub_mas-git-operator.yaml  [221]
    sub_mas-goose-admin.yaml  [51]
    sub_mas-goose-expert.yaml  [50]
    sub_mas-health-reporter.yaml  [48]
    sub_mas-im-designer.yaml  [46]
    sub_mas-im-finder.yaml  [46]
    sub_mas-im-rank.yaml  [44]
    sub_mas-im-session-reader.yaml  [120]
    sub_mas-im-session-reader.yaml.llm-backup-r89  [38]
    sub_mas-im-validator.yaml  [45]
    sub_mas-intention-parser.yaml  [252]
    sub_mas-interpreter.yaml  [47]
    sub_mas-json-utility.yaml  [56]
    sub_mas-mas-controller.yaml  [59]
    sub_mas-master-constitution.yaml  [55]
    sub_mas-migration-helper.yaml  [43]
    sub_mas-monitor-health.yaml  [35]
    sub_mas-monitor-recovery.yaml  [36]
    sub_mas-monitor-runtime.yaml  [35]
    sub_mas-monitor-session.yaml  [35]
    sub_mas-pre-push-validator.yaml  [38]
    sub_mas-prompt-engineer.yaml  [49]
    sub_mas-python-analyzer.yaml  [44]
    sub_mas-python-fixer.yaml  [45]
    sub_mas-python-repair-director.yaml  [49]
    sub_mas-python-repair.yaml  [49]
    sub_mas-python-validator.yaml  [45]
    sub_mas-recipe-designer.yaml  [65]
    sub_mas-recipe-manager.yaml  [48]
    sub_mas-recovery-checkpoint.yaml  [59]
    sub_mas-recovery-defib.yaml  [45]
    sub_mas-recovery-immune.yaml  [118]
    sub_mas-recovery-immune.yaml.llm-backup-r89  [51]
    sub_mas-recovery-safezone.yaml  [49]
    sub_mas-recovery-timeline.yaml  [61]
    sub_mas-security-cmd-injection-scanner.yaml  [38]
    sub_mas-security-deserialize-scanner.yaml  [38]
    sub_mas-security-secrets-scanner.yaml  [39]
    sub_mas-security-sqli-scanner.yaml  [38]
    sub_mas-self-auditor.yaml  [58]
    sub_mas-seo-researcher.yaml  [55]
    sub_mas-session-analyst.yaml  [43]
    sub_mas-signal-generator.yaml  [59]
    sub_mas-social-media-manager.yaml  [57]
    sub_mas-summarizer.yaml  [47]
    sub_mas-system-knowledge.yaml  [42]
    sub_mas-team-packager-builder.yaml  [44]
    sub_mas-team-packager-director.yaml  [49]
    sub_mas-team-packager-validator.yaml  [38]
    sub_mas-team-packager.yaml  [68]
    sub_mas-test-agent.yaml  [40]
    sub_mas-test-director.yaml  [60]
    sub_mas-test-executor.yaml  [39]
    sub_mas-test-fix-failures-applier.yaml  [47]
    sub_mas-test-fix-failures-designer.yaml  [39]
    sub_mas-test-fix-failures-director.yaml  [62]
    sub_mas-test-fix-failures-finder.yaml  [38]
    sub_mas-test-fix-failures-ranker.yaml  [38]
    sub_mas-test-fix-failures-validator-director.yaml  [53]
    sub_mas-test-reporter-analyzer.yaml  [38]
    sub_mas-test-reporter-director.yaml  [50]
    sub_mas-test-reporter-generator.yaml  [38]
    sub_mas-test-reporter.yaml  [40]
    sub_mas-test-runner.yaml  [48]
    sub_mas-test-scanner.yaml  [40]
    sub_mas-test-validator.yaml  [39]
    sub_mas-tff-crossref-validator.yaml  [39]
    sub_mas-tff-rule-validator.yaml  [40]
    sub_mas-tff-syntax-validator.yaml  [39]
    sub_mas-unix-test-runner.yaml  [37]
    sub_mas-verification-runner.yaml  [40]
    sub_mas-web-researcher.yaml  [45]
    sub_mas-workflow-engine.yaml  [50]
    sub_mas-worktree-manager.yaml  [47]
    sub_mas-yaml-editor.yaml  [43]
    sub_mas-yaml-immune.yaml  [50]
  template/  [214]
    recovery/  [202]
      checkpoint.yaml  [154]
      defib.yaml  [12]
      immune.yaml  [12]
      safezone.yaml  [12]
      timeline.yaml  [12]
    agent_template.yaml  [12]
  dashboard-data-refresh.yaml  [27]
  dev-mas-engineer-30agents.yaml  [184]
  dev-mas-engineer.yaml  [54]
  e2e-verify-auto-repair.yaml  [29]
  e2e-verify-german-fixes.yaml  [43]
  e2e-verify-phoenix-fixes.yaml  [41]
  root_recipe.yaml  [27]
  setup-dashboard.yaml  [14]
  test-fix-failures.yaml  [40]
  test-mas-user.yaml  [29]
sample-input/  [773]
  data_report.py  [116]
  order_processor.py  [112]
  pipeline_runner.py  [92]
  sample_with_bugs.py  [92]
  usage_examples.py  [247]
  user_importer.py  [114]
sample-output/  [597]
  data_report.py  [145]
  order_processor.py  [167]
  pipeline_runner.py  [114]
  user_importer.py  [171]
scripts/  [1K]
  e2e-full-pipeline.sh  [209]
  e2e-test.sh  [455]
  goose-reinstall.sh  [129]
  mas-reinstall.sh  [144]
  r11025-third-30agent-re-exec.sh  [121]
  r11027-reproducible-30agent-live-pty.sh  [294]
  r11028-r10-validate.py  [111]
  r11028-team-composition-live-pty.sh  [216]
  r11043-tool-syntax-check.py  [98]
template/  [191]
  recovery/  [191]
    checkpoint.md  [39]
    defib.md  [38]
    immune.md  [37]
    safezone.md  [39]
    timeline.md  [38]
tests/  [13K]
  __init__.py  [0]
  conftest.py  [12]
  debug_mcp.py  [65]
  manual_mcp_test.py  [208]
  test_pre_check_benchmark.py  [255]
  test_recipe_agent_template.py  [80]
  test_recipe_dashboard_setup.py  [96]
  test_recipe_dev_mas_engineer.py  [67]
  test_recipe_instructions.py  [85]
  test_recipe_other_types.py  [135]
  test_recipe_registry_consistency.py  [532]
  test_recipe_root.py  [54]
  test_recipe_thin_delegators.py  [99]
  test_sub_mas_agent_guardian.py  [89]
  test_sub_mas_bootstrap.py  [100]
  test_sub_mas_config_auditor.py  [82]
  test_sub_mas_content_writer.py  [115]
  test_sub_mas_dashboard_builder.py  [82]
  test_sub_mas_dashboard_collector.py  [84]
  test_sub_mas_dashboard_data_reader.py  [101]
  test_sub_mas_dashboard_director.py  [93]
  test_sub_mas_dashboard_generator.py  [116]
  test_sub_mas_dashboard_refresh.py  [120]
  test_sub_mas_degradation_analyzer.py  [86]
  test_sub_mas_degradation_director.py  [93]
  test_sub_mas_degradation_handler.py  [99]
  test_sub_mas_degradation_planner.py  [87]
  test_sub_mas_degradation_reporter.py  [86]
  test_sub_mas_dev_analyzer.py  [90]
  test_sub_mas_dev_builder.py  [93]
  test_sub_mas_dev_director.py  [97]
  test_sub_mas_dev_observer.py  [91]
  test_sub_mas_dev_tester.py  [91]
  test_sub_mas_doc_generator.py  [85]
  test_sub_mas_doc_writer.py  [94]
  test_sub_mas_e2e_auto_repair_director.py  [97]
  test_sub_mas_e2e_auto_repair_runner.py  [82]
  test_sub_mas_e2e_auto_repair_validator.py  [83]
  test_sub_mas_e2e_german_fixes_checker.py  [102]
  test_sub_mas_e2e_german_fixes_director.py  [89]
  test_sub_mas_e2e_german_fixes_runner.py  [81]
  test_sub_mas_e2e_german_fixes_validator.py  [93]
  test_sub_mas_e2e_phoenix_fixes_director.py  [103]
  test_sub_mas_e2e_phoenix_fixes_runner.py  [90]
  test_sub_mas_e2e_phoenix_fixes_validator.py  [91]
  test_sub_mas_framework_audit_agent.py  [105]
  test_sub_mas_framework_auditor.py  [110]
  test_sub_mas_framework_finder.py  [89]
  test_sub_mas_framework_harden_agent.py  [108]
  test_sub_mas_framework_hardener.py  [105]
  test_sub_mas_framework_knowledge.py  [107]
  test_sub_mas_framework_scan_agent.py  [95]
  test_sub_mas_framework_scanner.py  [96]
  test_sub_mas_framework_scanner_director.py  [94]
  test_sub_mas_general_improver.py  [88]
  test_sub_mas_generic_init.py  [83]
  test_sub_mas_git_operator.py  [129]
  test_sub_mas_goose_admin.py  [115]
  test_sub_mas_goose_expert.py  [127]
  test_sub_mas_health_reporter.py  [104]
  test_sub_mas_im_designer.py  [82]
  test_sub_mas_im_finder.py  [86]
  test_sub_mas_im_rank.py  [109]
  test_sub_mas_im_session_reader.py  [81]
  test_sub_mas_im_validator.py  [81]
  test_sub_mas_intention_parser.py  [113]
  test_sub_mas_interpreter.py  [100]
  test_sub_mas_json_utility.py  [116]
  test_sub_mas_mas_controller.py  [92]
  test_sub_mas_master_constitution.py  [91]
  test_sub_mas_migration_helper.py  [129]
  test_sub_mas_monitor_health.py  [78]
  test_sub_mas_monitor_recovery.py  [80]
  test_sub_mas_monitor_runtime.py  [84]
  test_sub_mas_monitor_session.py  [82]
  test_sub_mas_pre_push_validator.py  [107]
  test_sub_mas_prompt_engineer.py  [120]
  test_sub_mas_python_analyzer.py  [110]
  test_sub_mas_python_fixer.py  [107]
  test_sub_mas_python_repair.py  [114]
  test_sub_mas_python_repair_director.py  [109]
  test_sub_mas_python_validator.py  [106]
  test_sub_mas_recipe_designer.py  [99]
  test_sub_mas_recipe_manager.py  [89]
  test_sub_mas_recovery_checkpoint.py  [89]
  test_sub_mas_recovery_defib.py  [88]
  test_sub_mas_recovery_immune.py  [98]
  test_sub_mas_recovery_safezone.py  [91]
  test_sub_mas_recovery_timeline.py  [90]
  test_sub_mas_security_cmd_injection_scanner.py  [101]
  test_sub_mas_security_deserialize_scanner.py  [102]
  test_sub_mas_security_secrets_scanner.py  [101]
  test_sub_mas_security_sqli_scanner.py  [100]
  test_sub_mas_self_auditor.py  [91]
  test_sub_mas_session_analyst.py  [124]
  test_sub_mas_signal_generator.py  [98]
  test_sub_mas_summarizer.py  [102]
  test_sub_mas_system_knowledge.py  [124]
  test_sub_mas_team_packager.py  [114]
  test_sub_mas_team_packager_builder.py  [112]
  test_sub_mas_team_packager_director.py  [110]
  test_sub_mas_team_packager_validator.py  [114]
  test_sub_mas_test_agent.py  [103]
  test_sub_mas_test_director.py  [106]
  test_sub_mas_test_executor.py  [102]
  test_sub_mas_test_fix_failures_applier.py  [100]
  test_sub_mas_test_fix_failures_designer.py  [110]
  test_sub_mas_test_fix_failures_director.py  [123]
  test_sub_mas_test_fix_failures_finder.py  [113]
  test_sub_mas_test_fix_failures_ranker.py  [126]
  test_sub_mas_test_fix_failures_validator_director.py  [125]
  test_sub_mas_test_reporter.py  [103]
  test_sub_mas_test_reporter_analyzer.py  [106]
  test_sub_mas_test_reporter_director.py  [109]
  test_sub_mas_test_reporter_generator.py  [106]
  test_sub_mas_test_runner.py  [94]
  test_sub_mas_test_scanner.py  [100]
  test_sub_mas_test_validator.py  [95]
  test_sub_mas_tff_crossref_validator.py  [131]
  test_sub_mas_tff_rule_validator.py  [134]
  test_sub_mas_tff_syntax_validator.py  [117]
  test_sub_mas_unix_test_runner.py  [93]
  test_sub_mas_verification_runner.py  [120]
  test_sub_mas_web_researcher.py  [124]
  test_sub_mas_workflow_engine.py  [109]
  test_sub_mas_worktree_manager.py  [101]
  test_sub_mas_yaml_editor.py  [80]
  test_template_recovery.py  [173]
  test_unix_test_word.py  [194]
tools/  [22K]
  pre_check_lib/  [510]
    __init__.py  [23]
    auto_repair.py  [203]
    german.py  [115]
    phoenix.py  [169]
  auto-dashboard-v2-update.yaml  [32]
  bulk_findings_fixer.py  [369]
  cleanup_repo_v1.sh  [699]
  coverage_test  [276]
  dashboard_prd_template.py  [159]
  dev_agent_doctor.py  [494]
  dev_analyst.py  [312]
  dev_app_builder.py  [428]
  dev_architect.py  [430]
  dev_architecture_checker.py  [112]
  dev_audit.py  [111]
  dev_audit_deps.py  [99]
  dev_auto_project.py  [32]
  dev_autobuild.sh  [127]
  dev_build.sh  [250]
  dev_changes.py  [290]
  dev_dashboard_data.py  [325]
  dev_dashboard_refresh.py  [412]
  dev_dispatch_live.py  [192]
  dev_dispatch_tracer.py  [229]
  dev_dispatch_tracker.py  [195]
  dev_editor.py  [605]
  dev_editor_large.py  [64]
  dev_fast_scan.py  [65]
  dev_gatekeeper.py  [249]
  dev_generic_init.py  [1K]
  dev_goose_db.py  [318]
  dev_goose_expert_check.py  [244]
  dev_goose_manager.py  [290]
  dev_haerte_propagation.py  [72]
  dev_health_monitor.py  [292]
  dev_health_report.py  [133]
  dev_im_finder_scan.py  [611]
  dev_install.sh  [190]
  dev_intention_parser.py  [85]
  dev_mode.sh  [136]
  dev_observer.py  [432]
  dev_parallel.py  [425]
  dev_pattern_apply.py  [55]
  dev_pytest_hook.py  [51]
  dev_recipe_manager.py  [335]
  dev_recursion_override.py  [228]
  dev_registry_merge.py  [102]
  dev_rule_checker.py  [840]
  dev_rule_checker_generic.py  [468]
  dev_rule_refresh.sh  [102]
  dev_security_scan.py  [250]
  dev_self_auditor.py  [501]
  dev_session_cleanup.sh  [219]
  dev_session_query.py  [512]
  dev_template_engine.py  [160]
  dev_template_generator.py  [901]
  dev_test_runner.py  [184]
  dev_tff.py  [305]
  dev_update_schedule.py  [90]
  dev_workflow_runner.py  [235]
  dev_workload_monitor.py  [238]
  dev_workspace.py  [1K]
  dev_write_filter.py  [86]
  dev_yaml_check.py  [351]
  dev_yaml_generator.py  [127]
  dev_yaml_generator_core.py  [84]
  dev_yaml_generator_generic.py  [97]
  dev_yaml_immune.py  [250]
  dq_stage3_anomalies.py  [477]
  e2e_run_all.py  [327]
  e2e_teams.py  [594]
  goose-costed  [82]
  mas_cost  [280]
  mas_e2e_pty_all.sh  [139]
  mas_e2e_pty_test.sh  [190]
  mas_e2e_pty_test_recipes.txt  [137]
  mcp_dashboard_server.py  [81]
  pre_check  [176]
  sessions_rotate  [188]
  test_subagents  [288]
.env.example  [28]
DATA-QUALITY-REPORT.md  [228]
README.md  [158]
run_translators.py  [80]
total 344
drwxr-xr-x 14 root root   4096 Jul 30 04:16 .
drwxrwxrwt  1 root root   4096 Jul 30 04:28 ..
drwxr-xr-x  8 root root   4096 Jul 30 04:20 .git
-rw-r--r--  1 root root   3809 Jul 29 19:02 .gitignore
drwxr-xr-x  3 root root   4096 Jul 29 19:02 .mas
-rw-r--r--  1 root root      4 Jul 29 19:02 .mas-mode
drwxr-xr-x  3 root root   4096 Jul 30 04:16 .pytest_cache
drwxr-xr-x  3 root root   4096 Jul 29 19:02 .state
-rw-r--r--  1 root root  34523 Jul 29 19:02 LICENSE
-rw-r--r--  1 root root  26356 Jul 29 19:02 README.md
-rw-r--r--  1 root root  22603 Jul 29 19:02 ai_agent_saas_marketing_report.md
-rw-r--r--  1 root root  13895 Jul 29 19:02 code-review-report.json
drwxr-xr-x  2 root root   4096 Jul 30 04:17 dist
drwxr-xr-x  2 root root   4096 Jul 29 19:02 docs
drwxr-xr-x  3 root root   4096 Jul 29 19:02 e2e-evidence-gen2
drwxr-xr-x 38 root root   4096 Jul 29 19:02 e2e-results
-rwxr-xr-x  1 root root  14364 Jul 29 19:02 install.sh
drwxr-xr-x 24 root root   4096 Jul 29 20:13 mas-engineer
drwxr-xr-x  2 root root   4096 Jul 29 19:02 outputs
-rw-r--r--  1 root root   4978 Jul 29 19:02 recipe_live_test.yaml
-rw-r--r--  1 root root   3353 Jul 29 19:02 recipe_live_test_FINAL.yaml
-rw-r--r--  1 root root   9995 Jul 29 19:02 run_security_scanner.py
-rw-r--r--  1 root root   9447 Jul 29 19:02 run_static_analyzer.py
-rw-r--r--  1 root root   6974 Jul 29 19:02 security-scan-report.json
drwxr-xr-x  2 root root   4096 Jul 29 19:02 seo-research-output
-rw-r--r--  1 root root 118272 Jul 29 19:02 static-analysis-report.json
drwxr-xr-x  2 root root   4096 Jul 29 19:02 toolsLet me dive deeper into state, findings, health, and recent activity.
  ────────────────────────────────────────
  ▸ shell
    command: ls -la /tmp/mas-engineer-test/mas-engineer/.state/ 2>/dev/null && echo "---" && cat /tmp/mas-engineer-test/mas-engineer/.mas-mode 2>/dev/null && echo "---" && ls -la /tmp/mas-engineer-test/mas-engineer/.mas/ 2>/dev/null
